,Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Make,Model,Price,Kilometer,Fuel Type,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
184,Bajaj Pulsar 150,2008.0,0.25,0.75,26000.0,Petrol,Individual,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Suzuki Access 125,2008.0,0.25,0.58,1900.0,Petrol,Individual,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,TVS Wego,2010.0,0.25,0.52,22000.0,Petrol,Individual,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Honda CB twister,2013.0,0.25,0.51,32000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Hero Glamour,2013.0,0.25,0.57,18000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Hero Super Splendor,2005.0,0.2,0.57,55000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Bajaj Pulsar 150,2008.0,0.2,0.75,60000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Bajaj Discover 125,2012.0,0.2,0.57,25000.0,Petrol,Individual,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Hero Hunk,2007.0,0.2,0.75,49000.0,Petrol,Individual,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Hero  Ignitor Disc,2013.0,0.2,0.65,24000.0,Petrol,Individual,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Hero  CBZ Xtreme,2008.0,0.2,0.787,50000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Bajaj  ct 100,2015.0,0.18,0.32,35000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Activa 3g,2008.0,0.17,0.52,500000.0,Petrol,Individual,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Honda CB twister,2010.0,0.16,0.51,33000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Bajaj Discover 125,2011.0,0.15,0.57,35000.0,Petrol,Individual,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Honda CB Shine,2007.0,0.12,0.58,53000.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Bajaj Pulsar 150,2006.0,0.1,0.75,92233.0,Petrol,Individual,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,i20,2010.0,3.25,6.79,58000.0,Diesel,Dealer,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,grand i10,2015.0,4.4,5.7,28200.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,i10,2011.0,2.95,4.6,53460.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,eon,2015.0,2.75,4.43,28282.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,grand i10,2016.0,5.25,5.7,3493.0,Petrol,Dealer,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,xcent,2017.0,5.75,7.13,12479.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,grand i10,2015.0,5.15,5.7,34797.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,i20,2017.0,7.9,8.1,3435.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,grand i10,2015.0,4.85,5.7,21125.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,i10,2012.0,3.1,4.6,35775.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,elantra,2015.0,11.75,14.79,43535.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,creta,2016.0,11.25,13.6,22671.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,i20,2011.0,2.9,6.79,31604.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,grand i10,2017.0,5.25,5.7,20114.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,verna,2012.0,4.5,9.4,36100.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,eon,2016.0,2.9,4.43,12500.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,eon,2016.0,3.15,4.43,15000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,verna,2014.0,6.45,9.4,45078.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,verna,2012.0,4.5,9.4,36000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,eon,2017.0,3.5,4.43,38488.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,i20,2013.0,4.5,6.79,32000.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,i20,2014.0,6.0,7.6,77632.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,verna,2015.0,8.25,9.4,61381.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,verna,2013.0,5.11,9.4,36198.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,i10,2011.0,2.7,4.6,22517.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,grand i10,2015.0,5.25,5.7,24678.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,i10,2011.0,2.55,4.43,57000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,verna,2012.0,4.95,9.4,60000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,i20,2012.0,3.1,6.79,52132.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,verna,2013.0,6.15,9.4,45000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,verna,2017.0,9.25,9.4,15001.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,elantra,2015.0,11.45,14.79,12900.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,grand i10,2013.0,3.9,5.7,53000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,grand i10,2015.0,5.5,5.7,4492.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,verna,2017.0,9.1,9.4,15141.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,eon,2016.0,3.1,4.43,11849.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,creta,2015.0,11.25,13.6,68000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,verna,2013.0,4.8,9.4,60241.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,eon,2012.0,2.0,4.43,23709.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,verna,2012.0,5.35,9.4,32322.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,xcent,2015.0,4.75,7.13,35866.0,Petrol,Dealer,Manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,xcent,2014.0,4.4,7.13,34000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,i20,2016.0,6.25,7.6,7000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,verna,2013.0,5.95,9.4,49000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,verna,2012.0,5.2,9.4,71000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,i20,2012.0,3.75,6.79,35000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,verna,2015.0,5.95,9.4,36000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,i10,2013.0,4.0,4.6,30000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,i20,2016.0,5.25,7.6,17000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,creta,2016.0,12.9,13.6,35934.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,city,2013.0,5.0,9.9,56701.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,brio,2015.0,5.4,6.82,31427.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,city,2014.0,7.2,9.9,48000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,city,2013.0,5.25,9.9,54242.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,brio,2012.0,3.0,5.35,53675.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,city,2016.0,10.25,13.6,49562.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,city,2015.0,8.5,13.6,40324.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,city,2015.0,8.4,13.6,25000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,amaze,2014.0,3.9,7.0,36054.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,city,2016.0,9.15,13.6,29223.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,brio,2016.0,5.5,5.97,5600.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,amaze,2015.0,4.0,5.8,40023.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,jazz,2016.0,6.6,7.7,16002.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,amaze,2015.0,4.0,7.0,40026.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,jazz,2017.0,6.5,8.7,21200.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,amaze,2014.0,3.65,7.0,35000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,city,2016.0,8.35,9.4,19434.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,brio,2017.0,4.8,5.8,19000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,city,2015.0,6.7,10.0,18828.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,city,2011.0,4.1,10.0,69341.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,city,2009.0,3.0,10.0,69562.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,city,2015.0,7.5,10.0,27600.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,jazz,2010.0,2.25,7.5,61203.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,brio,2014.0,5.3,6.8,16500.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,city,2016.0,10.9,13.6,30753.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,city,2015.0,8.65,13.6,24800.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,city,2015.0,9.7,13.6,21780.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,jazz,2016.0,6.0,8.4,4000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,city,2014.0,6.25,13.6,40126.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,brio,2015.0,5.25,5.9,14465.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,city,2006.0,2.1,7.6,50456.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,city,2014.0,8.25,14.0,63000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,city,2016.0,8.99,11.8,9010.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,brio,2013.0,3.5,5.9,9800.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,jazz,2016.0,7.4,8.5,15059.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,jazz,2016.0,5.65,7.9,28569.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,amaze,2015.0,5.75,7.5,44000.0,Petrol,Dealer,Automatic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,city,2015.0,8.4,13.6,34000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,city,2016.0,10.11,13.6,10980.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,amaze,2014.0,4.5,6.4,19000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,brio,2015.0,5.4,6.1,31427.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,jazz,2016.0,6.4,8.4,12000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,city,2010.0,3.25,9.9,38000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,amaze,2014.0,3.75,6.8,33019.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,city,2015.0,8.55,13.09,60076.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,city,2016.0,9.5,11.6,33988.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,brio,2015.0,4.0,5.9,60000.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,city,2009.0,3.35,11.0,87934.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,city,2017.0,11.5,12.5,9000.0,Diesel,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,brio,2016.0,5.3,5.9,5464.0,Petrol,Dealer,Manual,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,Maruti 800 AC,2007.0,60000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,Maruti Wagon R LXI Minor,2007.0,135000.0,50000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,Hyundai Verna 1.6 SX,2012.0,600000.0,100000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,Datsun RediGO T Option,2017.0,250000.0,46000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,Honda Amaze VX i-DTEC,2014.0,450000.0,141000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,Maruti Alto LX BSIII,2007.0,140000.0,125000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,Hyundai Xcent 1.2 Kappa S,2016.0,550000.0,25000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
308,,,,,,,,,,Tata Indigo Grand Petrol,2014.0,240000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
309,,,,,,,,,,Hyundai Creta 1.6 VTVT S,2015.0,850000.0,25000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,Maruti Celerio Green VXI,2017.0,365000.0,78000.0,CNG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
311,,,,,,,,,,Chevrolet Sail 1.2 Base,2015.0,260000.0,35000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,Tata Indigo Grand Petrol,2014.0,250000.0,100000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,Toyota Corolla Altis 1.8 VL CVT,2018.0,1650000.0,25000.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,Maruti 800 AC,2007.0,60000.0,70000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,Maruti Wagon R LXI Minor,2007.0,135000.0,50000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,Hyundai Verna 1.6 SX,2012.0,600000.0,100000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,Datsun RediGO T Option,2017.0,250000.0,46000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,Honda Amaze VX i-DTEC,2014.0,450000.0,141000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
319,,,,,,,,,,Maruti Alto LX BSIII,2007.0,140000.0,125000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,Hyundai Xcent 1.2 Kappa S,2016.0,550000.0,25000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,Tata Indigo Grand Petrol,2014.0,240000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,Hyundai Creta 1.6 VTVT S,2015.0,850000.0,25000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
323,,,,,,,,,,Maruti Celerio Green VXI,2017.0,365000.0,78000.0,CNG,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,Chevrolet Sail 1.2 Base,2015.0,260000.0,35000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,Tata Indigo Grand Petrol,2014.0,250000.0,100000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
326,,,,,,,,,,Toyota Corolla Altis 1.8 VL CVT,2018.0,1650000.0,25000.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,Maruti Ciaz VXi Plus,2015.0,585000.0,24000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,Hyundai Venue SX Opt Diesel,2019.0,1195000.0,5000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,Chevrolet Enjoy TCDi LTZ 7 Seater,2013.0,390000.0,33000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,Jaguar XF 2.2 Litre Luxury,2014.0,1964999.0,28000.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,Mercedes-Benz New C-Class 220 CDI AT,2013.0,1425000.0,59000.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,Maruti Vitara Brezza ZDi Plus AMT,2018.0,975000.0,4500.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,Audi Q5 2.0 TDI,2011.0,1190000.0,175900.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,Honda City V MT,2018.0,930000.0,14500.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,Tata Tigor 1.2 Revotron XT,2018.0,525000.0,15000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,Audi A6 2.0 TDI  Design Edition,2013.0,1735000.0,50000.0,Diesel,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012.0,1375000.0,33800.0,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,Skoda Superb Ambition 2.0 TDI CR AT,2011.0,450000.0,130400.0,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,Toyota Corolla Altis G AT,2016.0,900000.0,50000.0,Petrol,Individual,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,1300000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,Jeep Compass 1.4 Sport Plus BSIV,2019.0,1400000.0,10000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,Mercedes-Benz E-Class E 200 CGI Elegance,2010.0,850000.0,119000.0,Petrol,Dealer,Automatic,First Owner,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,Hyundai i10 Magna 1.1L,2014.0,229999.0,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,BMW 3 Series 320d Sport Line,2013.0,1550000.0,75800.0,Diesel,Dealer,Automatic,Second Owner,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,Audi Q7 35 TDI Quattro Premium,2009.0,1250000.0,78000.0,Diesel,Dealer,Automatic,Third Owner,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,Hyundai Elantra CRDi S,2012.0,625000.0,40000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,Mahindra Scorpio 1.99 S10,2014.0,1050000.0,50000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,Honda City i DTEC V,2014.0,560000.0,74000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,Maruti Wagon R VXI BS IV with ABS,2014.0,290000.0,64000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,Maruti Wagon R VXI BS IV,2012.0,275000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,Mahindra Scorpio LX,2009.0,411000.0,120000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,Hyundai Santro Xing GLS,2009.0,150000.0,79000.0,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,Hyundai Grand i10 1.2 Kappa Asta,2019.0,500000.0,15000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,Maruti Alto LXi,2006.0,100000.0,80000.0,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,Maruti Swift Dzire VDI Optional,2017.0,725000.0,18500.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,Maruti Eeco 5 Seater AC BSIV,2018.0,401000.0,10200.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,Hyundai i20 Sportz 1.4 CRDi,2018.0,750000.0,29000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018.0,310000.0,28000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,Maruti Swift ZDi BSIV,2016.0,665000.0,46000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2014.0,465000.0,70000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,Maruti Alto LXi,2012.0,160000.0,60000.0,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,Mahindra Jeep CL 500 MDI,1996.0,250000.0,35000.0,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,Honda City i DTEC VX,2014.0,675000.0,90000.0,Diesel,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,Maruti Wagon R VXI BS IV,2013.0,300000.0,80000.0,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,Tata Indica DLS,2005.0,70000.0,80000.0,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,Hyundai EON Magna Plus,2014.0,240000.0,73300.0,Petrol,Dealer,Manual,Second Owner,,,,,,,,,,,,,,,,,,,,,,
